0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.010000, 0.000000, 0.000000, 0.000000, 0.034019
0.020000, 0.000000, -0.034019, -0.091530, -0.006556
0.030000, 0.000000, 0.006556, -0.047645, 0.011931
0.040000, 0.000000, -0.011931, -0.070011, 0.022186
0.050000, 0.000000, -0.022186, -0.112094, 0.031250
0.060000, 0.000000, -0.031250, -0.167474, -0.046501
0.070000, 0.000000, 0.046501, 0.000213, -0.051811
0.080000, 0.000000, 0.051811, 0.131380, 0.018805
0.090000, 0.000000, -0.018805, 0.041623, 0.002037
0.100000, 0.000000, -0.002037, 0.028735, 0.013816
0.110000, 0.000000, -0.013816, -0.015366, 0.004580
0.120000, 0.000000, -0.004580, -0.022610, 0.010967
0.130000, 0.000000, -0.010967, -0.046823, -0.016369
0.140000, 0.000000, 0.016369, 0.009014, -0.008961
0.150000, 0.000000, 0.008961, 0.027801, 0.045050
0.160000, 0.000000, -0.045050, -0.101883, 0.051544
0.170000, 0.000000, -0.051544, -0.210895, 0.002377
0.180000, 0.000000, -0.002377, -0.161804, -0.015142
0.190000, 0.000000, 0.015142, -0.084852, -0.067646
0.200000, 0.000000, 0.067646, 0.112667, -0.013844
0.210000, 0.000000, 0.013844, 0.111836, -0.032169
0.220000, 0.000000, 0.032169, 0.169028, -0.009783
0.230000, 0.000000, 0.009783, 0.150296, -0.007792
0.240000, 0.000000, 0.007792, 0.134325, 0.056600
0.250000, 0.000000, -0.056600, -0.050589, -0.003356
0.260000, 0.000000, 0.003356, -0.021534, -0.017607
0.270000, 0.000000, 0.017607, 0.029874, -0.043278
0.280000, 0.000000, 0.043278, 0.136312, -0.039465
0.290000, 0.000000, 0.039465, 0.204174, 0.068671
0.300000, 0.000000, -0.068671, -0.033611, 0.016046
0.310000, 0.000000, -0.016046, -0.058143, -0.000396
0.320000, 0.000000, 0.000396, -0.040965, 0.023817
0.330000, 0.000000, -0.023817, -0.095533, 0.006549
0.340000, 0.000000, -0.006549, -0.087481, -0.036326
0.350000, 0.000000, 0.036326, 0.031221, -0.006423
0.360000, 0.000000, 0.006423, 0.035434, 0.006012
0.370000, 0.000000, -0.006012, 0.009887, 0.006296
0.380000, 0.000000, -0.006296, -0.008570, 0.050020
